8724,Technology,Bachelors,region_26,m,sourcing,24.0,1,0
74430,HR,Bachelors,region_4,f,other,31.0,5,0
72255,Sales & Marketing,Bachelors,region_13,m,other,31.0,4,0
38562,Procurement,Bachelors,region_2,f,other,31.0,9,0
64486,Finance,Bachelors,region_29,m,sourcing,30.0,7,0
46232,Procurement,Bachelors,region_7,m,sourcing,36.0,2,0
54542,Finance,Bachelors,region_2,m,other,33.0,3,0
67269,Analytics,Bachelors,region_22,m,sourcing,36.0,3,0
66174,Technology,Masters & above,region_7,m,other,51.0,11,0
76303,Technology,Bachelors,region_22,m,sourcing,29.0,2,0
60245,Sales & Marketing,Bachelors,region_16,m,sourcing,40.0,12,0
42639,Sales & Marketing,Masters & above,region_17,m,sourcing,40.0,10,0
30963,Sales & Marketing,Masters & above,region_4,f,other,34.0,4,0
54055,Analytics,Bachelors,region_24,m,other,37.0,10,0
42996,Operations,Bachelors,region_11,m,sourcing,30.0,6,0
12737,Sales & Marketing,Bachelors,region_7,m,sourcing,31.0,4,0
27561,Operations,Bachelors,region_27,f,sourcing,26.0,3,0
26622,Sales & Marketing,Bachelors,region_17,m,sourcing,40.0,6,0
31582,Procurement,Bachelors,region_7,f,other,49.0,7,0
29793,Procurement,Bachelors,region_27,m,other,27.0,5,0
72735,Sales & Marketing,Masters & above,region_9,m,sourcing,37.0,3,0
5677,Technology,Bachelors,region_17,m,sourcing,25.0,1,0
60889,Technology,Masters & above,region_29,m,sourcing,30.0,3,0
51498,Procurement,Masters & above,region_4,m,other,41.0,4,0
8566,Finance,Bachelors,region_20,f,other,29.0,6,0
53151,Operations,Bachelors,region_20,m,other,33.0,7,0
16203,Sales & Marketing,Masters & above,region_17,m,sourcing,34.0,6,0
61083,Analytics,Bachelors,region_13,m,sourcing,34.0,3,0
74849,Operations,Bachelors,region_22,m,other,52.0,10,0
13259,Sales & Marketing,Bachelors,region_34,m,sourcing,30.0,3,0
72407,Analytics,Masters & above,region_2,m,sourcing,34.0,7,0
65237,Sales & Marketing,Bachelors,region_2,m,sourcing,43.0,14,1
67672,Technology,Bachelors,region_17,m,other,29.0,1,0
77460,Sales & Marketing,Bachelors,region_2,f,sourcing,35.0,3,0
67317,Technology,Masters & above,region_22,m,other,40.0,12,0
68788,Technology,Bachelors,region_23,m,sourcing,33.0,9,0
36834,Sales & Marketing,Masters & above,region_8,m,other,30.0,2,0
64281,Sales & Marketing,Bachelors,region_14,f,sourcing,42.0,3,0
1822,Sales & Marketing,Bachelors,region_22,m,sourcing,29.0,3,0
55325,Analytics,Bachelors,region_22,m,other,25.0,1,0
41432,Analytics,Bachelors,region_26,m,sourcing,26.0,4,0
52061,Sales & Marketing,Bachelors,region_31,m,other,27.0,3,0
39973,Operations,Bachelors,region_13,m,other,34.0,5,0
42524,Sales & Marketing,Bachelors,region_31,m,sourcing,26.0,5,0
7935,Technology,Bachelors,region_2,f,other,52.0,18,1
49940,Sales & Marketing,Bachelors,region_7,m,other,26.0,2,0
10059,Analytics,Bachelors,region_34,m,sourcing,27.0,2,0
44159,Analytics,Masters & above,region_22,m,other,31.0,1,0
76691,Operations,Bachelors,region_23,m,other,33.0,8,0
3720,Sales & Marketing,Bachelors,region_2,m,sourcing,36.0,4,0
5621,Technology,Masters & above,region_2,f,other,33.0,26,1
24147,Sales & Marketing,Bachelors,region_2,m,other,46.0,7,0
33997,Sales & Marketing,Bachelors,region_19,m,sourcing,30.0,3,0
64076,Operations,Below Secondary,region_2,m,other,21.0,1,0
21379,Technology,Bachelors,region_4,m,sourcing,26.0,1,0
23714,Technology,Masters & above,region_7,m,sourcing,40.0,6,0
19866,Technology,Bachelors,region_23,m,other,32.0,6,0
4529,Finance,Masters & above,region_22,f,sourcing,36.0,2,0
64703,Legal,Bachelors,region_2,m,other,28.0,2,0
19649,Operations,Bachelors,region_22,f,sourcing,29.0,4,0
6596,Sales & Marketing,Masters & above,region_2,m,sourcing,38.0,4,0
7999,Technology,Bachelors,region_4,m,other,31.0,4,0
4762,Sales & Marketing,Bachelors,region_22,m,other,29.0,4,0
5387,Technology,Below Secondary,region_5,m,other,23.0,1,0
24620,Operations,Bachelors,region_26,m,sourcing,41.0,6,0
57989,Procurement,Bachelors,region_2,m,other,29.0,2,0
75619,Sales & Marketing,Bachelors,region_28,f,other,29.0,5,0
26977,Operations,Bachelors,region_2,m,sourcing,28.0,3,0
65975,Analytics,Bachelors,region_29,m,other,28.0,4,0
51302,Procurement,Bachelors,region_22,f,sourcing,31.0,6,0
63714,Technology,Masters & above,region_4,m,sourcing,36.0,4,0
70556,Operations,Bachelors,region_2,m,other,26.0,4,0
70117,Technology,Bachelors,region_15,m,other,29.0,2,0
51972,Analytics,Bachelors,region_7,m,sourcing,32.0,6,0
60572,Sales & Marketing,Bachelors,region_2,f,other,40.0,10,0
9548,Analytics,Bachelors,region_22,m,sourcing,38.0,13,0
64,Analytics,Bachelors,region_4,m,other,42.0,11,0
35510,Procurement,Masters & above,region_29,f,other,33.0,6,0
10732,Analytics,Bachelors,region_2,m,other,31.0,5,0
9214,Operations,Masters & above,region_3,f,sourcing,35.0,4,0
10761,HR,Masters & above,region_2,f,sourcing,33.0,6,0
32110,Sales & Marketing,Bachelors,region_28,f,sourcing,26.0,4,0
50038,HR,Bachelors,region_29,f,sourcing,33.0,8,0
1555,Technology,Bachelors,region_7,m,sourcing,30.0,3,0
21200,Technology,Masters & above,region_13,f,sourcing,43.0,12,0
50380,HR,Bachelors,region_17,f,sourcing,31.0,7,0
45009,Analytics,Bachelors,region_29,m,sourcing,32.0,5,0
65450,Technology,Masters & above,region_2,f,sourcing,33.0,7,0
77333,Operations,Bachelors,region_2,f,other,54.0,22,1
2347,Analytics,Bachelors,region_15,m,other,37.0,8,0
8443,R&D,Masters & above,region_22,m,other,27.0,5,0
39490,Operations,Masters & above,region_22,m,sourcing,44.0,10,0
69077,Technology,Masters & above,region_24,f,other,37.0,10,0
64652,Procurement,Masters & above,region_7,m,other,48.0,8,0
5254,Sales & Marketing,Bachelors,region_25,f,other,31.0,6,0
71131,Finance,Bachelors,region_22,f,other,28.0,5,0
19620,Procurement,Masters & above,region_13,f,other,34.0,4,0
41266,Sales & Marketing,Bachelors,region_14,f,sourcing,44.0,4,0
11001,Sales & Marketing,Bachelors,region_12,m,sourcing,27.0,2,0
28530,Operations,Masters & above,region_22,m,referred,45.0,4,0
72481,Sales & Marketing,Bachelors,region_13,m,sourcing,24.0,2,0
67417,Analytics,Bachelors,region_29,m,other,37.0,4,0
51840,Analytics,Masters & above,region_22,m,other,27.0,1,0
43223,Legal,Bachelors,region_22,m,other,33.0,1,0
40287,Sales & Marketing,Masters & above,region_2,f,other,31.0,2,0
29367,Sales & Marketing,Masters & above,region_7,m,sourcing,38.0,5,0
36352,Procurement,Bachelors,region_22,m,other,32.0,2,0
29681,Analytics,Bachelors,region_19,m,other,29.0,4,0
30233,Sales & Marketing,Bachelors,region_15,m,other,37.0,9,0
66601,Operations,Bachelors,region_13,m,other,42.0,12,0
40276,R&D,Masters & above,region_22,m,sourcing,32.0,5,0
1522,Operations,Bachelors,region_13,m,other,45.0,3,0
17936,Analytics,Bachelors,region_29,m,other,28.0,7,0
26270,Technology,Masters & above,region_15,m,sourcing,35.0,9,0
6837,Sales & Marketing,Bachelors,region_4,m,other,28.0,5,0
49665,Operations,Bachelors,region_8,f,other,37.0,3,0
1908,Analytics,Masters & above,region_4,m,other,38.0,7,0
6474,Procurement,Bachelors,region_2,f,sourcing,31.0,6,0
27495,Operations,Masters & above,region_2,m,other,43.0,2,0
24324,Operations,Bachelors,region_23,m,other,32.0,2,0
14299,Procurement,Below Secondary,region_2,m,sourcing,24.0,2,0
56246,Operations,Masters & above,region_2,m,other,52.0,8,0
3901,Technology,Masters & above,region_13,m,other,38.0,2,0
41566,Finance,Bachelors,region_20,m,other,35.0,4,0
55735,Technology,Masters & above,region_31,m,other,39.0,4,0
53627,Procurement,Bachelors,region_7,m,other,31.0,5,0
62683,Operations,Bachelors,region_27,m,sourcing,37.0,5,0
42719,Analytics,Bachelors,region_21,m,sourcing,27.0,1,0
44948,Operations,Masters & above,region_30,f,other,37.0,9,0
26037,Analytics,Bachelors,region_16,m,other,31.0,5,0
30607,Analytics,Bachelors,region_22,m,sourcing,28.0,4,0
46103,Technology,Bachelors,region_15,m,other,26.0,3,0
6452,Finance,Masters & above,region_2,m,other,49.0,7,0
47286,Procurement,Bachelors,region_13,f,other,34.0,9,0
44117,Finance,Masters & above,region_4,f,other,38.0,2,0
1367,Sales & Marketing,Masters & above,region_13,m,other,52.0,4,0
26228,Sales & Marketing,Bachelors,region_22,m,sourcing,31.0,7,0
65694,Technology,Bachelors,region_2,f,other,24.0,2,0
2721,Analytics,Bachelors,region_22,f,sourcing,26.0,3,0
63901,HR,Bachelors,region_7,m,other,31.0,5,0
4701,Technology,Bachelors,region_26,f,other,43.0,4,0
35341,Procurement,Masters & above,region_4,m,other,37.0,6,0
3203,Sales & Marketing,Bachelors,region_2,m,sourcing,37.0,4,0
10361,HR,Masters & above,region_2,m,other,37.0,9,0
6572,Operations,Bachelors,region_29,m,other,32.0,8,0
70408,Sales & Marketing,Bachelors,region_26,f,other,30.0,2,0
11774,Procurement,Bachelors,region_20,f,other,30.0,4,0
37873,Sales & Marketing,Bachelors,region_7,m,sourcing,27.0,3,0
3886,Sales & Marketing,Bachelors,region_2,m,other,36.0,8,0
23347,Technology,Bachelors,region_9,m,sourcing,30.0,2,0
3034,Procurement,Masters & above,region_2,m,sourcing,49.0,19,1
30137,Sales & Marketing,Masters & above,region_10,m,other,38.0,5,0
52431,Sales & Marketing,Bachelors,region_30,m,other,29.0,6,0
11061,Technology,Bachelors,region_33,m,other,48.0,6,0
9706,Sales & Marketing,Bachelors,region_21,m,other,29.0,1,0
17607,Analytics,Masters & above,region_2,m,other,33.0,13,0
64986,Operations,Bachelors,region_7,f,other,36.0,5,0
8082,Finance,Bachelors,region_13,m,other,28.0,3,0
20982,Procurement,Bachelors,region_22,m,other,27.0,2,0
5794,Operations,Bachelors,region_2,m,sourcing,25.0,2,0
69381,Sales & Marketing,Bachelors,region_26,m,other,30.0,6,0
50176,HR,Below Secondary,region_27,m,other,23.0,1,0
1612,HR,Bachelors,region_15,f,sourcing,28.0,1,0
48923,Sales & Marketing,Bachelors,region_2,m,other,38.0,5,0
50366,Sales & Marketing,Bachelors,region_22,m,sourcing,30.0,1,0
48813,HR,Bachelors,region_2,f,other,53.0,21,1
5574,Sales & Marketing,Masters & above,region_8,m,other,35.0,8,0
57601,HR,Bachelors,region_2,m,other,45.0,14,1
26788,Sales & Marketing,Bachelors,region_26,m,sourcing,40.0,8,0
564,Operations,Bachelors,region_32,m,other,39.0,8,0
3864,Analytics,Bachelors,region_13,m,other,46.0,6,0
19598,Technology,Bachelors,region_5,m,sourcing,29.0,3,0
19513,Analytics,Bachelors,region_6,m,other,28.0,1,0
74965,Technology,Bachelors,region_15,f,other,34.0,6,0
42353,Sales & Marketing,Bachelors,region_9,m,other,23.0,1,0
13367,Sales & Marketing,Bachelors,region_14,m,other,38.0,3,0
38556,HR,Masters & above,region_22,m,sourcing,32.0,5,0
51344,Operations,Bachelors,region_26,m,other,33.0,5,0
28320,Procurement,Bachelors,region_2,f,other,39.0,9,0
56104,Procurement,Masters & above,region_4,m,other,36.0,6,0
68882,Operations,Bachelors,region_22,m,sourcing,33.0,4,0
75800,Sales & Marketing,Bachelors,region_2,f,other,29.0,6,0
13223,R&D,Bachelors,region_7,f,other,32.0,5,0
62740,Sales & Marketing,Bachelors,region_28,f,sourcing,26.0,2,0
67233,Analytics,Bachelors,region_32,m,sourcing,38.0,3,0
49207,Procurement,Masters & above,region_22,m,sourcing,42.0,15,1
19053,Operations,Bachelors,region_32,f,sourcing,30.0,6,0
38096,Analytics,Bachelors,region_22,m,sourcing,28.0,1,0
46519,Sales & Marketing,Bachelors,region_14,m,other,36.0,6,0
2111,Procurement,Bachelors,region_2,f,other,33.0,6,0
69413,Sales & Marketing,Bachelors,region_14,f,other,30.0,5,0
53827,Sales & Marketing,Bachelors,region_15,m,other,25.0,1,0
40064,HR,Bachelors,region_7,f,other,29.0,6,0
33502,Sales & Marketing,Bachelors,region_7,m,other,36.0,7,0
15182,Technology,Bachelors,region_14,f,other,39.0,4,0
13593,Analytics,Bachelors,region_26,m,sourcing,30.0,4,0
15613,R&D,Bachelors,region_2,m,other,42.0,9,0
75751,Sales & Marketing,Bachelors,region_26,m,sourcing,37.0,9,0
71625,Procurement,Bachelors,region_22,m,sourcing,31.0,2,0
37763,Sales & Marketing,Masters & above,region_28,m,sourcing,32.0,6,0
10812,Operations,Masters & above,region_15,m,other,40.0,11,0
67357,Finance,Bachelors,region_2,m,sourcing,39.0,10,0
49583,Sales & Marketing,Bachelors,region_26,m,other,40.0,10,0
45428,HR,Bachelors,region_22,m,sourcing,23.0,2,0
9978,Operations,Bachelors,region_2,m,sourcing,28.0,1,0
44266,Sales & Marketing,Bachelors,region_7,m,other,37.0,4,0
47252,Finance,Below Secondary,region_2,m,sourcing,23.0,1,0
57884,Operations,Bachelors,region_2,m,sourcing,37.0,9,0
24334,Legal,Bachelors,region_22,m,referred,29.0,3,0
58892,Operations,Bachelors,region_32,f,other,38.0,10,0
40799,Operations,Bachelors,region_22,m,other,39.0,10,0
33879,Sales & Marketing,Masters & above,region_22,m,other,38.0,7,0
24403,Procurement,Bachelors,region_13,m,sourcing,34.0,4,0
51150,Procurement,Bachelors,region_15,f,other,48.0,21,1
